person_id_random,currentDate,loanStartDatesFirst,loanPaidDatesLast,payoffDays,paidOff,paidOffDuring30
6887884618,2015-08-19,2015-01-14,2015-02-04,21.0,1,0
1096962239,2015-08-19,2014-07-19,,396.0,0,1
3260671459,2015-08-19,2015-03-20,,152.0,0,1
2063379792,2015-08-19,2014-08-13,2014-10-08,56.0,1,1
2381042959,2015-08-19,2014-08-07,2014-08-29,22.0,1,0
5527448981,2015-08-19,2015-06-02,2015-06-23,21.0,1,0
9467238896,2015-08-19,2015-03-29,2015-04-13,15.0,1,0
9972724218,2015-08-19,2015-05-02,2015-05-14,12.0,1,0
6240051417,2015-08-19,2015-03-31,,141.0,0,1
7079410217,2015-08-19,2015-06-25,2015-07-13,18.0,1,0
9308939887,2015-08-19,2015-02-08,2015-03-01,21.0,1,0
1512042465,2015-08-19,2015-04-14,,127.0,0,1
6490017335,2015-08-19,2015-07-27,,23.0,0,0
7540101434,2015-08-19,2014-07-16,2014-08-03,18.0,1,0
7152353641,2015-08-19,2014-09-20,2014-10-05,15.0,1,0
6149299222,2015-08-19,2014-12-11,,251.0,0,1
5080754334,2015-08-19,2015-06-09,2015-06-30,21.0,1,0
5647000446,2015-08-19,2014-10-22,2014-10-29,7.0,1,0
1315659637,2015-08-19,2015-05-01,,110.0,0,1
9553513134,2015-08-19,2014-09-15,,338.0,0,1
2534163140,2015-08-19,2015-06-27,2015-07-25,28.0,1,0
5534019509,2015-08-19,2014-08-31,2014-09-17,17.0,1,0
4202412536,2015-08-19,2015-07-27,2015-08-04,8.0,1,0
7469550321,2015-08-19,2015-06-25,2015-07-13,18.0,1,0
3967732927,2015-08-19,2014-05-21,,455.0,0,1
7814589083,2015-08-19,2015-05-11,2015-05-26,15.0,1,0
1959560917,2015-08-19,2015-05-25,2015-06-08,14.0,1,0
9757571386,2015-08-19,2015-05-21,2015-05-29,8.0,1,0
7801042321,2015-08-19,2014-08-09,2014-08-29,20.0,1,0
3555490492,2015-08-19,2015-01-28,,203.0,0,1
9896789006,2015-08-19,2014-12-20,,242.0,0,1
7867185883,2015-08-19,2015-03-10,,162.0,0,1
4966440067,2015-08-19,2014-07-28,,387.0,0,1
7234829584,2015-08-19,2014-08-20,,364.0,0,1
4178348652,2015-08-19,2015-07-20,2015-07-27,7.0,1,0
7664147584,2015-08-19,2014-09-23,2014-10-02,9.0,1,0
9465714466,2015-08-19,2015-03-30,2015-04-01,2.0,1,0
3753586759,2015-08-19,2014-12-06,,256.0,0,1
4883399518,2015-08-19,2015-04-02,2015-04-03,1.0,1,0
1482204423,2015-08-19,2014-07-13,,402.0,0,1
9442171425,2015-08-19,2015-06-04,2015-06-16,12.0,1,0
1957977001,2015-08-19,2014-08-25,,359.0,0,1
1909028856,2015-08-19,2015-04-14,2015-04-15,1.0,1,0
8600102728,2015-08-19,2015-07-04,2015-07-15,11.0,1,0
6025279345,2015-08-19,2015-03-24,2015-04-09,16.0,1,0
3391915571,2015-08-19,2015-05-22,2015-05-28,6.0,1,0
8751507835,2015-08-19,2014-11-03,,289.0,0,1
7546148851,2015-08-19,2015-05-13,2015-06-03,21.0,1,0
5339810676,2015-08-19,2015-07-11,2015-07-14,3.0,1,0
1584290807,2015-08-19,2015-03-08,2015-03-29,21.0,1,0
3620626456,2015-08-19,2014-05-27,,449.0,0,1
7377428334,2015-08-19,2015-04-26,2015-05-17,21.0,1,0
9583895012,2015-08-19,2015-07-19,2015-07-30,11.0,1,0
7222539877,2015-08-19,2015-04-16,2015-04-28,12.0,1,0
6525704875,2015-08-19,2014-10-22,2014-11-17,26.0,1,0
4656510627,2015-08-19,2015-03-29,,143.0,0,1
8296490133,2015-08-19,2014-08-29,,355.0,0,1
7425803316,2015-08-19,2015-06-02,2015-06-23,21.0,1,0
3929235228,2015-08-19,2014-07-22,2014-08-12,21.0,1,0
6013334660,2015-08-19,2015-05-22,2015-06-01,10.0,1,0
3937976240,2015-08-19,2015-07-10,2015-07-29,19.0,1,0
6774434683,2015-08-19,2015-02-07,,193.0,0,1
9019460943,2015-08-19,2015-03-24,2015-03-31,7.0,1,0
1459514671,2015-08-19,2014-10-01,,322.0,0,1
2610695629,2015-08-19,2015-06-11,2015-06-19,8.0,1,0
8519412104,2015-08-19,2015-04-14,2015-05-05,21.0,1,0
8880381815,2015-08-19,2015-06-04,2015-06-23,19.0,1,0
3276893093,2015-08-19,2015-06-22,2015-06-29,7.0,1,0
7337409978,2015-08-19,2015-04-02,2015-04-20,18.0,1,0
2524200246,2015-08-19,2014-08-01,2014-08-20,19.0,1,0
2956620293,2015-08-19,2015-05-26,,85.0,0,1
6834166012,2015-08-19,2015-03-06,,166.0,0,1
8449258035,2015-08-19,2014-05-02,2014-05-22,20.0,1,0
1341618714,2015-08-19,2014-05-08,,468.0,0,1
2487119472,2015-08-19,2015-03-24,2015-04-13,20.0,1,0
6690203041,2015-08-19,2015-02-20,,180.0,0,1
3263728602,2015-08-19,2015-04-03,2015-04-17,14.0,1,0
7284641061,2015-08-19,2014-08-21,2014-09-25,35.0,1,1
2001759865,2015-08-19,2015-05-01,2015-06-02,32.0,1,1
5958277187,2015-08-19,2015-04-16,2015-05-09,23.0,1,0
5955541479,2015-08-19,2015-03-06,2015-03-26,20.0,1,0
7780990687,2015-08-19,2014-07-16,,399.0,0,1
3413480258,2015-08-19,2015-02-18,,182.0,0,1
2172723080,2015-08-19,2015-06-22,2015-07-20,28.0,1,0
5275535713,2015-08-19,2015-03-31,2015-04-14,14.0,1,0
2257223953,2015-08-19,2015-06-03,2015-06-20,17.0,1,0
2673538543,2015-08-19,2014-08-11,2014-08-29,18.0,1,0
6130454619,2015-08-19,2014-08-30,2014-09-28,29.0,1,0
1832279919,2015-08-19,2014-11-13,2014-12-08,25.0,1,0
5489995289,2015-08-19,2015-03-24,2015-04-09,16.0,1,0
1810034989,2015-08-19,2015-05-29,2015-06-19,21.0,1,0
9588203897,2015-08-19,2015-04-03,2015-04-10,7.0,1,0
7958178899,2015-08-19,2014-11-28,,264.0,0,1
3006045400,2015-08-19,2015-06-13,,67.0,0,1
4664935120,2015-08-19,2015-07-14,2015-07-23,9.0,1,0
6527431008,2015-08-19,2015-04-25,2015-05-13,18.0,1,0
1628091660,2015-08-19,2015-07-16,2015-08-10,25.0,1,0
8548843141,2015-08-19,2014-04-11,2014-04-10,-1.0,1,0
4368145247,2015-08-19,2015-07-26,,24.0,0,0
2772992716,2015-08-19,2015-06-22,,58.0,0,1
3962836465,2015-08-19,2015-04-12,2015-04-30,18.0,1,0
5773051173,2015-08-19,2015-06-10,2015-06-24,14.0,1,0
7555552124,2015-08-19,2015-01-08,2015-01-28,20.0,1,0
1868497628,2015-08-19,2014-11-12,2014-11-25,13.0,1,0
2623733104,2015-08-19,2015-04-25,2015-05-05,10.0,1,0
2283557917,2015-08-19,2014-05-02,2014-05-07,5.0,1,0
7357826278,2015-08-19,2014-05-15,2014-06-06,22.0,1,0
9377789718,2015-08-19,2014-11-28,,264.0,0,1
9845828614,2015-08-19,2015-06-11,2015-06-18,7.0,1,0
8707691098,2015-08-19,2015-07-27,,23.0,0,0
4883396224,2015-08-19,2015-07-18,2015-07-22,4.0,1,0
5494601411,2015-08-19,2015-05-29,2015-06-12,14.0,1,0
1107199557,2015-08-19,2015-05-02,2015-05-26,24.0,1,0
5413136059,2015-08-19,2015-07-16,2015-07-22,6.0,1,0
1557058434,2015-08-19,2015-03-03,2015-03-18,15.0,1,0
6171176971,2015-08-19,2015-07-27,2015-08-09,13.0,1,0
6754950264,2015-08-19,2014-12-16,2014-12-23,7.0,1,0
2201817874,2015-08-19,2015-05-11,2015-06-06,26.0,1,0
9236601044,2015-08-19,2014-08-02,,382.0,0,1
7336338975,2015-08-19,2015-05-30,2015-06-05,6.0,1,0
6964827365,2015-08-19,2015-03-27,2015-04-01,5.0,1,0
5916800459,2015-08-19,2014-10-06,,317.0,0,1
4042481303,2015-08-19,2014-08-02,,382.0,0,1
3995102460,2015-08-19,2014-06-13,2014-07-04,21.0,1,0
6504272298,2015-08-19,2015-07-28,2015-08-05,8.0,1,0
3119988297,2015-08-19,2015-06-11,2015-06-27,16.0,1,0
3537152988,2015-08-19,2015-07-07,,43.0,0,1
5638293141,2015-08-19,2014-09-06,,347.0,0,1
6845264174,2015-08-19,2014-09-10,,343.0,0,1
4004233755,2015-08-19,2015-03-28,2015-04-18,21.0,1,0
2736962869,2015-08-19,2015-06-24,2015-07-06,12.0,1,0
5729162586,2015-08-19,2015-05-25,2015-06-09,15.0,1,0
4884216169,2015-08-19,2015-03-26,2015-04-02,7.0,1,0
1415981696,2015-08-19,2015-07-13,2015-08-05,23.0,1,0
8677322348,2015-08-19,2014-07-13,2014-08-02,20.0,1,0
3174864023,2015-08-19,2014-12-16,2015-01-03,18.0,1,0
9568664366,2015-08-19,2015-03-25,2015-04-17,23.0,1,0
6425890823,2015-08-19,2015-05-29,2015-06-19,21.0,1,0
8419449580,2015-08-19,2015-06-25,2015-07-16,21.0,1,0
4530705086,2015-08-19,2014-07-14,,401.0,0,1
7161900629,2015-08-19,2015-07-29,,21.0,0,0
9448842124,2015-08-19,2015-07-18,2015-08-08,21.0,1,0
