,,,,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
7762100560,2015-07-23;2015-08-04,8/4/2015,8/19/2015,12,7/23/2015,8/4/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/4/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4991604311,2015-06-25;2015-07-12,7/12/2015,8/19/2015,17,6/25/2015,7/12/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/12/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5833760454,2015-04-22;2015-05-16;2015-06-05;2015-07-03;2015-07-31,2015-05-13;2015-06-04;2015-06-26;2015-07-23,8/19/2015,21,4/22/2015,5/16/2015,6/5/2015,7/3/2015,7/31/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5/13/2015,6/4/2015,6/26/2015,7/23/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8720349802,2015-03-28;2015-04-09,4/4/2015,8/19/2015,7,3/28/2015,4/9/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4/4/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5418329969,2015-07-03;2015-07-11;2015-07-16,2015-07-11;2015-07-16,8/19/2015,8,7/3/2015,7/11/2015,7/16/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/11/2015,7/16/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5514618037,6/8/2015,6/16/2015,8/19/2015,8,6/8/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/16/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3955785772,2015-05-27;2015-06-11;2015-06-30;2015-07-29,2015-06-10;2015-06-30;2015-07-22;2015-08-12,8/19/2015,14,5/27/2015,6/11/2015,6/30/2015,7/29/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/10/2015,6/30/2015,7/22/2015,8/12/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8115915015,7/24/2015,8/18/2015,8/19/2015,25,7/24/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/18/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4166295326,2015-07-21;2015-08-08,7/29/2015,8/19/2015,8,7/21/2015,8/8/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/29/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8948179644,7/19/2015,8/5/2015,8/19/2015,17,7/19/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/5/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8838001754,7/26/2015,,8/19/2015,,7/26/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5482790346,7/20/2014,,8/19/2015,,7/20/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7134462308,5/24/2015,,8/19/2015,,5/24/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047997155,2015-03-12;2015-03-25;2015-04-03;2015-04-10;2015-04-18;2015-05-11;2015-05-29;2015-06-21;2015-07-15;2015-08-15,2015-03-25;2015-04-03;2015-04-10;2015-04-18;2015-05-11;2015-05-28;2015-06-21;2015-07-15;2015-08-15,8/19/2015,13,3/12/2015,3/25/2015,4/3/2015,4/10/2015,4/18/2015,5/11/2015,5/29/2015,6/21/2015,7/15/2015,8/15/2015,,,,,,,,,,,,,,,,,,,,,,,,3/25/2015,4/3/2015,4/10/2015,4/18/2015,5/11/2015,5/28/2015,6/21/2015,7/15/2015,8/15/2015,,,,,,,,,,,,,,,,,,,,,,,
3381094541,2015-06-29;2015-07-23;2015-08-15,2015-07-09;2015-08-13,8/19/2015,10,6/29/2015,7/23/2015,8/15/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/9/2015,8/13/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7258291810,2015-06-28;2015-07-05,2015-07-05;2015-07-17,8/19/2015,7,6/28/2015,7/5/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/5/2015,7/17/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4572113844,2015-07-14;2015-08-03,8/2/2015,8/19/2015,19,7/14/2015,8/3/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/2/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6819782604,2015-06-14;2015-07-10;2015-08-01;2015-08-18,2015-07-08;2015-08-01;2015-08-18,8/19/2015,24,6/14/2015,7/10/2015,8/1/2015,8/18/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/8/2015,8/1/2015,8/18/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7054628663,5/12/2015,6/2/2015,8/19/2015,21,5/12/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/2/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3419190754,2015-06-06;2015-06-29,6/26/2015,8/19/2015,20,6/6/2015,6/29/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/26/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5494244789,2015-07-14;2015-07-31;2015-08-17,2015-07-31;2015-08-17,8/19/2015,17,7/14/2015,7/31/2015,8/17/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/31/2015,8/17/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5134405695,7/23/2015,7/27/2015,8/19/2015,4,7/23/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/27/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7225933812,3/31/2015,,8/19/2015,,3/31/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3335172180,2015-04-09;2015-05-24;2015-06-29,2015-05-23;2015-06-29,8/19/2015,44,4/9/2015,5/24/2015,6/29/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5/23/2015,6/29/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8341793330,2015-07-15;2015-07-26;2015-07-28;2015-08-04;2015-08-11,2015-07-25;2015-07-28;2015-08-03;2015-08-11,8/19/2015,10,7/15/2015,7/26/2015,7/28/2015,8/4/2015,8/11/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/25/2015,7/28/2015,8/3/2015,8/11/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8232732829,7/21/2015,8/18/2015,8/19/2015,28,7/21/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/18/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3523225738,2015-01-13;2015-02-05,2/3/2015,8/19/2015,21,1/13/2015,2/5/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/3/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7850063072,2015-06-06;2015-07-08;2015-08-04,2015-06-26;2015-07-29,8/19/2015,20,6/6/2015,7/8/2015,8/4/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/26/2015,7/29/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5896978842,2015-03-11;2015-03-31;2015-04-21;2015-05-12,2015-03-31;2015-04-21;2015-05-12,8/19/2015,20,3/11/2015,3/31/2015,4/21/2015,5/12/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/31/2015,4/21/2015,5/12/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3601132624,2015-06-11;2015-07-01,6/30/2015,8/19/2015,19,6/11/2015,7/1/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/30/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3833162176,2015-04-09;2015-04-14;2015-04-15,2015-04-14;2015-04-15,8/19/2015,5,4/9/2015,4/14/2015,4/15/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4/14/2015,4/15/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4785949170,2015-07-27;2015-08-18,8/17/2015,8/19/2015,21,7/27/2015,8/18/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/17/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8603630266,2015-07-05;2015-07-10;2015-07-25;2015-08-10,2015-07-10;2015-07-24;2015-08-10,8/19/2015,5,7/5/2015,7/10/2015,7/25/2015,8/10/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/10/2015,7/24/2015,8/10/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1084690398,2015-02-12;2015-02-21;2015-02-28;2015-03-09;2015-03-30;2015-04-23;2015-04-25;2015-08-11,2015-02-20;2015-02-28;2015-03-09;2015-03-30;2015-04-22;2015-04-25;2015-08-10,8/19/2015,8,2/12/2015,2/21/2015,2/28/2015,3/9/2015,3/30/2015,4/23/2015,4/25/2015,8/11/2015,,,,,,,,,,,,,,,,,,,,,,,,,,2/20/2015,2/28/2015,3/9/2015,3/30/2015,4/22/2015,4/25/2015,8/10/2015,,,,,,,,,,,,,,,,,,,,,,,,,
6718085882,3/5/2015,,8/19/2015,,3/5/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2182911230,6/29/2015,,8/19/2015,,6/29/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5610431323,2015-07-18;2015-08-17,8/8/2015,8/19/2015,21,7/18/2015,8/17/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/8/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3075741637,2015-02-25;2015-06-22;2015-07-15;2015-08-13,2015-03-13;2015-06-28;2015-08-04,8/19/2015,16,2/25/2015,6/22/2015,7/15/2015,8/13/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/13/2015,6/28/2015,8/4/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8258117248,2015-04-24;2015-04-28;2015-05-30;2015-07-21,2015-04-28;2015-05-30;2015-07-21,8/19/2015,4,4/24/2015,4/28/2015,5/30/2015,7/21/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4/28/2015,5/30/2015,7/21/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7272279612,6/30/2015,,8/19/2015,,6/30/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4645275853,2015-04-01;2015-04-10;2015-05-12,2015-04-10;2015-05-01,8/19/2015,9,4/1/2015,4/10/2015,5/12/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4/10/2015,5/1/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4883971352,2015-05-11;2015-05-22;2015-05-30;2015-07-01,2015-05-22;2015-05-30;2015-06-20,8/19/2015,11,5/11/2015,5/22/2015,5/30/2015,7/1/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5/22/2015,5/30/2015,6/20/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5284029609,2015-07-24;2015-08-16,8/6/2015,8/19/2015,13,7/24/2015,8/16/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/6/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4489754615,2015-03-25;2015-04-10;2015-04-10,2015-04-10;2015-04-10,8/19/2015,16,3/25/2015,4/10/2015,4/10/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4/10/2015,4/10/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9945630480,2015-07-22;2015-08-03,8/1/2015,8/19/2015,10,7/22/2015,8/3/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/1/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7962463991,2015-05-18;2015-06-08;2015-06-30;2015-08-04,2015-06-01;2015-06-29;2015-08-01,8/19/2015,14,5/18/2015,6/8/2015,6/30/2015,8/4/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/1/2015,6/29/2015,8/1/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9123965963,2015-04-27;2015-05-20;2015-06-05;2015-06-07;2015-07-06,2015-05-19;2015-06-05;2015-06-07;2015-07-06,8/19/2015,22,4/27/2015,5/20/2015,6/5/2015,6/7/2015,7/6/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5/19/2015,6/5/2015,6/7/2015,7/6/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3342477379,2014-05-07;2014-05-28;2014-06-21;2014-07-14;2014-08-05;2014-09-08;2014-10-03;2014-10-25;2014-11-18;2014-12-11;2015-01-06;2015-02-02;2015-03-01;2015-03-25;2015-04-11;2015-05-03;2015-06-17;2015-07-14;2015-08-06,2014-05-28;2014-06-19;2014-07-12;2014-08-05;2014-08-27;2014-09-29;2014-10-24;2014-11-17;2014-12-10;2014-12-20;2015-01-29;2015-02-24;2015-03-25;2015-04-11;2015-05-03;2015-06-17;2015-07-14;2015-08-06,8/19/2015,21,5/7/2014,5/28/2014,6/21/2014,7/14/2014,8/5/2014,9/8/2014,10/3/2014,10/25/2014,11/18/2014,12/11/2014,1/6/2015,2/2/2015,3/1/2015,3/25/2015,4/11/2015,5/3/2015,6/17/2015,7/14/2015,8/6/2015,,,,,,,,,,,,,,,5/28/2014,6/19/2014,7/12/2014,8/5/2014,8/27/2014,9/29/2014,10/24/2014,11/17/2014,12/10/2014,12/20/2014,1/29/2015,2/24/2015,3/25/2015,4/11/2015,5/3/2015,6/17/2015,7/14/2015,8/6/2015,,,,,,,,,,,,,,
3804528307,7/24/2015,,8/19/2015,,7/24/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7717500506,8/1/2014,,8/19/2015,,8/1/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8145138919,2015-07-14;2015-08-11,8/7/2015,8/19/2015,24,7/14/2015,8/11/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/7/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2136127632,2015-05-28;2015-07-13,6/26/2015,8/19/2015,29,5/28/2015,7/13/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/26/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8699204874,2015-06-22;2015-06-30;2015-07-15;2015-08-02,2015-06-29;2015-07-15;2015-07-28;2015-08-18,8/19/2015,7,6/22/2015,6/30/2015,7/15/2015,8/2/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/29/2015,7/15/2015,7/28/2015,8/18/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9289420258,7/23/2015,8/11/2015,8/19/2015,19,7/23/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/11/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9767557484,2015-04-21;2015-05-10;2015-06-03;2015-06-26;2015-07-16;2015-08-05,2015-05-05;2015-06-02;2015-06-17;2015-07-15;2015-08-04,8/19/2015,14,4/21/2015,5/10/2015,6/3/2015,6/26/2015,7/16/2015,8/5/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,5/5/2015,6/2/2015,6/17/2015,7/15/2015,8/4/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,
5507647821,7/28/2015,,8/19/2015,,7/28/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3884829185,2014-05-15;2014-07-07;2014-08-13,2014-06-30;2014-08-13,8/19/2015,46,5/15/2014,7/7/2014,8/13/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/30/2014,8/13/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2954902920,5/25/2015,,8/19/2015,,5/25/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010370470,2015-05-21;2015-06-05,6/4/2015,8/19/2015,14,5/21/2015,6/5/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/4/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1884909893,2015-04-22;2015-05-22;2015-08-01,2015-05-04;2015-06-08,8/19/2015,12,4/22/2015,5/22/2015,8/1/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5/4/2015,6/8/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5281600996,2015-05-01;2015-05-08;2015-05-23;2015-06-08;2015-06-26,2015-05-07;2015-05-23;2015-06-08;2015-06-26,8/19/2015,6,5/1/2015,5/8/2015,5/23/2015,6/8/2015,6/26/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5/7/2015,5/23/2015,6/8/2015,6/26/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8291626998,2/6/2015,,8/19/2015,,2/6/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7483594912,2015-06-11;2015-06-25;2015-07-11,2015-06-25;2015-07-11,8/19/2015,14,6/11/2015,6/25/2015,7/11/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/25/2015,7/11/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4733088866,2015-07-11;2015-07-30,7/30/2015,8/19/2015,19,7/11/2015,7/30/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/30/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7444746096,2014-07-02;2014-07-27;2014-10-12;2014-11-01;2014-11-22,2014-07-23;2014-08-17;2014-11-01;2014-11-21,8/19/2015,21,7/2/2014,7/27/2014,10/12/2014,11/1/2014,11/22/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/23/2014,8/17/2014,11/1/2014,11/21/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6896652654,2015-07-24;2015-08-17,8/6/2015,8/19/2015,13,7/24/2015,8/17/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/6/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7547786426,7/28/2015,,8/19/2015,,7/28/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3188570699,2015-04-14;2015-04-26;2015-05-18;2015-05-27,2015-04-24;2015-05-15;2015-05-23,8/19/2015,10,4/14/2015,4/26/2015,5/18/2015,5/27/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4/24/2015,5/15/2015,5/23/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2764011037,3/23/2015,,8/19/2015,,3/23/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2606114764,2015-06-10;2015-06-23;2015-07-14;2015-08-16,2015-06-15;2015-07-13;2015-08-04,8/19/2015,5,6/10/2015,6/23/2015,7/14/2015,8/16/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/15/2015,7/13/2015,8/4/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2683538279,2014-07-01;2014-08-29;2015-02-01;2015-02-20;2015-04-25;2015-05-17;2015-05-29;2015-06-18;2015-06-24;2015-07-08;2015-07-16;2015-07-24;2015-07-31;2015-08-14,2014-07-14;2014-09-17;2015-02-19;2015-03-12;2015-05-16;2015-05-29;2015-06-12;2015-06-24;2015-07-08;2015-07-16;2015-07-31;2015-08-14,8/19/2015,13,7/1/2014,8/29/2014,2/1/2015,2/20/2015,4/25/2015,5/17/2015,5/29/2015,6/18/2015,6/24/2015,7/8/2015,7/16/2015,7/24/2015,7/31/2015,8/14/2015,,,,,,,,,,,,,,,,,,,,7/14/2014,9/17/2014,2/19/2015,3/12/2015,5/16/2015,5/29/2015,6/12/2015,6/24/2015,7/8/2015,7/16/2015,7/31/2015,8/14/2015,,,,,,,,,,,,,,,,,,,,
6406939440,5/11/2015,,8/19/2015,,5/11/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7445827446,2015-05-25;2015-05-27;2015-06-05;2015-06-12;2015-06-19;2015-07-05;2015-07-12;2015-07-25;2015-08-08,2015-05-27;2015-06-05;2015-06-12;2015-06-19;2015-07-05;2015-07-12;2015-07-25;2015-08-08,8/19/2015,2,5/25/2015,5/27/2015,6/5/2015,6/12/2015,6/19/2015,7/5/2015,7/12/2015,7/25/2015,8/8/2015,,,,,,,,,,,,,,,,,,,,,,,,,5/27/2015,6/5/2015,6/12/2015,6/19/2015,7/5/2015,7/12/2015,7/25/2015,8/8/2015,,,,,,,,,,,,,,,,,,,,,,,,
7839108662,2/7/2015,,8/19/2015,,2/7/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4943128258,8/18/2014,,8/19/2015,,8/18/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1557417067,2015-06-17;2015-06-21;2015-06-25;2015-07-09;2015-07-14;2015-07-28;2015-08-11,2015-06-21;2015-06-25;2015-07-09;2015-07-28;2015-08-11,8/19/2015,4,6/17/2015,6/21/2015,6/25/2015,7/9/2015,7/14/2015,7/28/2015,8/11/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,6/21/2015,6/25/2015,7/9/2015,7/28/2015,8/11/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,
3567588210,2015-03-12;2015-04-03;2015-06-13,2015-04-02;2015-06-10,8/19/2015,21,3/12/2015,4/3/2015,6/13/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4/2/2015,6/10/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9854161442,9/26/2014,,8/19/2015,,9/26/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9981142125,2015-07-21;2015-08-11,8/11/2015,8/19/2015,21,7/21/2015,8/11/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/11/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9263351105,2015-03-29;2015-04-16;2015-04-24;2015-05-02;2015-05-22;2015-07-12;2015-08-01;2015-08-18,2015-04-15;2015-04-24;2015-05-02;2015-05-21;2015-07-09;2015-07-31;2015-08-18,8/19/2015,17,3/29/2015,4/16/2015,4/24/2015,5/2/2015,5/22/2015,7/12/2015,8/1/2015,8/18/2015,,,,,,,,,,,,,,,,,,,,,,,,,,4/15/2015,4/24/2015,5/2/2015,5/21/2015,7/9/2015,7/31/2015,8/18/2015,,,,,,,,,,,,,,,,,,,,,,,,,
7650974066,2015-03-04;2015-03-23;2015-04-16;2015-04-24;2015-05-07;2015-05-21;2015-06-04;2015-06-18;2015-06-25;2015-07-09;2015-08-02;2015-08-05,2015-03-23;2015-04-13;2015-04-23;2015-05-07;2015-05-21;2015-06-04;2015-06-18;2015-06-25;2015-07-09;2015-08-01;2015-08-05,8/19/2015,19,3/4/2015,3/23/2015,4/16/2015,4/24/2015,5/7/2015,5/21/2015,6/4/2015,6/18/2015,6/25/2015,7/9/2015,8/2/2015,8/5/2015,,,,,,,,,,,,,,,,,,,,,,3/23/2015,4/13/2015,4/23/2015,5/7/2015,5/21/2015,6/4/2015,6/18/2015,6/25/2015,7/9/2015,8/1/2015,8/5/2015,,,,,,,,,,,,,,,,,,,,,
4058888009,2015-03-31;2015-04-14;2015-04-28;2015-05-19,2015-04-14;2015-04-27;2015-05-19,8/19/2015,14,3/31/2015,4/14/2015,4/28/2015,5/19/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4/14/2015,4/27/2015,5/19/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8948452846,2015-01-06;2015-02-20;2015-04-16;2015-06-25;2015-07-02,2015-01-31;2015-04-01;2015-05-29;2015-07-02,8/19/2015,25,1/6/2015,2/20/2015,4/16/2015,6/25/2015,7/2/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/31/2015,4/1/2015,5/29/2015,7/2/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751143085,2015-05-04;2015-05-09;2015-05-09;2015-05-10,2015-05-09;2015-05-09;2015-05-10,8/19/2015,5,5/4/2015,5/9/2015,5/9/2015,5/10/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5/9/2015,5/9/2015,5/10/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8210865312,2015-07-06;2015-07-31,7/25/2015,8/19/2015,19,7/6/2015,7/31/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/25/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4901712280,3/19/2015,,8/19/2015,,3/19/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5345006498,2015-02-17;2015-02-27,2/27/2015,8/19/2015,10,2/17/2015,2/27/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/27/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3394363896,2/19/2015,,8/19/2015,,2/19/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7093035860,2014-10-08;2014-10-18;2014-10-26;2014-11-06,2014-10-18;2014-10-25;2014-11-06,8/19/2015,10,10/8/2014,10/18/2014,10/26/2014,11/6/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/18/2014,10/25/2014,11/6/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3480756825,11/18/2014,,8/19/2015,,11/18/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6356967879,2015-06-06;2015-07-04;2015-07-26,2015-06-25;2015-07-04,8/19/2015,19,6/6/2015,7/4/2015,7/26/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/25/2015,7/4/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3679328472,2015-02-26;2015-03-18;2015-04-07;2015-05-09;2015-05-16;2015-05-25;2015-06-13,2015-03-17;2015-04-04;2015-04-17;2015-05-15;2015-05-25;2015-06-12,8/19/2015,19,2/26/2015,3/18/2015,4/7/2015,5/9/2015,5/16/2015,5/25/2015,6/13/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,3/17/2015,4/4/2015,4/17/2015,5/15/2015,5/25/2015,6/12/2015,,,,,,,,,,,,,,,,,,,,,,,,,,
